#{"t_start": 1771565922.632915, "env_id": "None"}
r,l,t
-1702439.8,200,5587.725956
-1671501.7,200,5591.89419
-639666.3,200,5596.118544
-749869.4,200,5600.318612
-1697829.5,200,5604.356958
-1671720.8,200,5608.374678
-1743710.3,200,5612.434026
-1733845.2,200,5616.614269
-1632854.1,200,5620.519665
-619191.3,200,5624.612535
-1723534.2,200,5628.463522
-1917938.1,200,5635.277693
-717606.4,200,5639.281
-1643554.9,200,5643.57956
-1699724.4,200,5647.843111
-675177.2,200,5651.673412
-1694011.7,200,5655.824985
-612402.7,200,5659.939843
-1658458.7,200,5663.895828
-1679522.4,200,5668.02511
-1733929.9,200,5672.145896
-1733682.8,200,5676.350378
-1708943.4,200,5680.443299
-1721513.3,200,5684.520951
-139604.5,200,5688.358477
-1661982.5,200,5692.369738
-1661754.2,200,5696.497025
-120754.9,200,5700.439085
-645816.4,200,5704.413427
-667601.2,200,5708.278822
-1736512.2,200,5712.414434
-1656315.3,200,5716.413895
-2233123.0,200,5723.49575
-703952.2,200,5727.644344
-1741939.3,200,5731.839432
-1572792.7,200,5736.078724
-677406.1,200,5740.212677
-1625084.1,200,5744.509118
-1731925.8,200,5748.802166
-650656.3,200,5752.985746
-1662378.6,200,5757.084696
-1736664.8,200,5761.218445
-1625333.3,200,5765.413657
-705823.3,200,5769.632437
-1714477.6,200,5773.933986
-1653644.1,200,5777.96817
-1648290.5,200,5782.032904
-1712935.5,200,5786.318729
-659683.5,200,5790.437308
-1727023.7,200,5794.599605
-125353.2,200,5798.51225
-1723003.6,200,5802.652187
